ykiho,yadmNm,clCdNm,addr,telno,XPos,YPos,estbDd,sidoCdNm,sgguCd,sgguCdNm,emdongNm,postNo
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,강남디렉터의원,의원,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK L108호 제108호~113호 (서초동)",02-6010-1300,127.0239029,37.5027557,20260123,서울,110021,서초구,서초동,06611
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,강남라렌의원,의원,"서울특별시 강남구 강남대로 378, 준빌딩 10층 (역삼동)",02-894-7781,127.0286835,37.4966716,20190828,서울,110001,강남구,역삼동,06232
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,강남라해의원,의원,"서울특별시 강남구 강남대로 548, 건우빌딩 7층 (논현동)",02-598-0612,127.0219111,37.5110390,20200424,서울,110001,강남구,논현동,06110
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz,강남로미모의원,의원,"서울특별시 강남구 테헤란로 107, 비전타워 11층 (역삼동)",02-566-6623,127.0287237,37.4986640,20111212,서울,110001,강남구,역삼동,06134
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz,강남리슬림의원,의원,"서울특별시 서초구 강남대로 435, 주류성빌딩 14층 (서초동)",02-536-3962,127.0255738,37.5011826,20211122,서울,110021,서초구,서초동,06612
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강남리즈의료생활협동조합 강남리즈의원,의원,"서울특별시 구로구 도림로23길 2, 한호빌딩 2층 (구로동)",863-0075,126.8935561,37.4911348,20130412,서울,110005,구로구,구로동,08305
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,강남메이퓨어의원,의원,"서울특별시 강남구 역삼로1길 18, 3층 일부층 (역삼동)",02-6959-5676,127.0306538,37.4944418,20140516,서울,110001,강남구,역삼동,06242
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQwMyQzNjE4MzIjNTEjJDEjJDIjJDgz,강남미앤미의원,의원,"서울특별시 서초구 강남대로 439, 유화빌딩 8층 901호 (서초동)",02-567-1102,127.0254021,37.5015461,20070315,서울,110021,서초구,서초동,06612
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,강남미의원,의원,"서울특별시 강남구 테헤란로 128, 6층 (역삼동, 성곡빌딩)",564-7328,127.0326083,37.4991385,20110901,서울,110001,강남구,역삼동,06234
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,강남미켈란의원,의원,"서울특별시 강남구 도산대로 521, 3층 (청담동)",02-540-0808,127.0504024,37.5248741,20000923,서울,110001,강남구,청담동,06013
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,강남바른내과의원,의원,"서울특별시 강남구 선릉로 324, SH타워 4층 (대치동)",02-6232-7500,127.0520964,37.4985271,20210805,서울,110001,강남구,대치동,06205
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,강남박내과의원,의원,"서울특별시 강남구 강남대로84길 8, 우인빌딩 2층 (역삼동)",02-6318-8800,127.0293382,37.4964810,20200925,서울,110001,강남구,역삼동,06241
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,강남밴스의원,의원,"서울특별시 서초구 강남대로 411, 12~13층 (서초동)",,127.0265313,37.4991620,20240730,서울,110021,서초구,서초동,06615
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz,강남브엘의원,의원,"서울특별시 강남구 봉은사로 111, 8층 (논현동)",02-517-3777,127.0257230,37.5051993,20251106,서울,110001,강남구,논현동,06120
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,강남브이에스(VS)라인의원,의원,"서울특별시 강남구 테헤란로 107, 메디타워 3층 (역삼동)",02-535-1312,127.0287237,37.4986640,20191104,서울,110001,강남구,역삼동,06134
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,강남비비의원,의원,"서울특별시 서초구 서초대로77길 5, 4층 (서초동)",,127.0264037,37.4983376,20230803,서울,110021,서초구,서초동,06615
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,강남비앤비의원,의원,"서울특별시 강남구 강남대로 616, 신사미타워 9층 901호 (신사동)",02-544-6633,127.0198235,37.5168437,20151223,서울,110001,강남구,신사동,06035
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,강남비엘에스의원,의원,"서울특별시 강남구 강남대로 432, 점프밀라노 8층 4호 (역삼동)",02-6677-2777,127.0266249,37.5012350,20260226,서울,110001,강남구,역삼동,06129
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQzNjE4MzIjNzEjJDEjJDgjJDgz,강남삼성내과의원,의원,"서울특별시 강남구 봉은사로 111, 7층 (논현동)",02-546-8004,127.0257230,37.5051993,20180330,서울,110001,강남구,논현동,06120
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,강남삼성드림이비인후과의원,의원,"서울특별시 강남구 강남대로 372, (역삼동, FINE TOWER)",02-539-0365,127.0291220,37.4960271,20110321,서울,110001,강남구,역삼동,06241
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,강남삼성성형외과의원,의원,"서울특별시 강남구 강남대로 506, 광명빌딩 5층 502호 (논현동)",02-3477-4700,127.0235171,37.5074896,20031203,서울,110001,강남구,논현동,06114
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz,강남성모내과의원,의원,"서울특별시 동작구 동작대로 89, 골든시네마타워 6층 602-1호 (사당동)",02-581-7582,126.9816553,37.4846358,20021224,서울,110008,동작구,사당동,07013
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNzEjJDEjJDgjJDgz,강남성모내과의원,의원,"서울특별시 강남구 개포로 615, 4층 402-2호 (개포동, 석탑프라자)",02-459-0105,127.0756013,37.4926645,20170905,서울,110001,강남구,개포동,06335
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,강남성모이비인후과의원,의원,"서울특별시 강남구 강남대로 334, (역삼동, 6층일부)",02-552-5400,127.0304818,37.4929925,20090319,서울,110001,강남구,역삼동,06252
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNTEjJDEjJDYjJDgz,강남성모정형외과의원,의원,"서울특별시 동작구 동작대로 89, 602호 (사당동, 골든시네마타워)",02-587-8275,126.9816553,37.4846358,20120822,서울,110008,동작구,사당동,07013
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjNTEjJDEjJDYjJDgz,강남성모정형외과의원,의원,"서울특별시 강남구 선릉로 311, 한티빌딩 3층 (역삼동)",02-554-7580,127.0520770,37.4973384,20190405,서울,110001,강남구,역삼동,06218
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,강남셀리팅의원,의원,"서울특별시 강남구 테헤란로 121, 11층, 13층 1101, 1301호(역삼동, 원빌딩) (역삼동)",02-555-1382,127.0310754,37.4994210,20090805,서울,110001,강남구,역삼동,06133
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjODEjJDEjJDYjJDgz,강남쏘울의원,의원,"서울특별시 강남구 선릉로129길 22, 고영빌딩 2층 (논현동)",02-545-5834,127.0396693,37.5161365,20210806,서울,110001,강남구,논현동,06099
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNDEjJDEjJDQjJDgz,강남아이디의원,의원,"서울특별시 서초구 강남대로 437, 대원빌딩 11층 (서초동)",02-862-7556,127.0255201,37.5013657,20221103,서울,110021,서초구,서초동,06612
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,강남에스터산부인과의원,의원,"서울특별시 서초구 사평대로 373, 5층 (반포동)",02-511-7999,127.0239527,37.5046093,20220804,서울,110021,서초구,반포동,06541
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,강남엔비의원,의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 8층 801호 (서초동)",02-1661-5541,127.0257524,37.4995536,20200616,서울,110021,서초구,서초동,06614
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,강남역데이원의원,의원,"서울특별시 서초구 강남대로 423, 한승빌딩 4층 402호 (서초동)",02-594-5001,127.0258452,37.5002585,20191203,서울,110021,서초구,서초동,06614
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDYjJDgz,강남연세라인의원,의원,"서울특별시 강남구 테헤란로 101, 4층 (역삼동, 이즈타워)",02-563-2060,127.0280297,37.4986211,20130412,서울,110001,강남구,역삼동,06134
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,강남연세소아과의원,의원,"서울특별시 강남구 역삼로 310, 한솔필리아 222호 (역삼동)",508-2776,127.0484325,37.4992883,20060503,서울,110001,강남구,역삼동,06217
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjEyMjIjNzEjJDEjJDgjJDgz,강남연세외과의원,의원,"서울특별시 서초구 강남대로53길 7, 강남애니타워 401,402호 (서초동)",02-522-1905,127.0282717,37.4942611,20240731,서울,110021,서초구,서초동,06626
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjEyMjIjNjEjJDEjJDAjJDgz,강남연세재활의학과의원,의원,"서울특별시 서초구 서초중앙로 230, 동화반포프라자 5층 501, 504, 505호 (반포동)",02-3478-0216,127.0120781,37.5021689,20030616,서울,110021,서초구,반포동,06599
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,강남우리집의원,의원,"서울특별시 강남구 개포로 229, 정원빌딩 2층 4호 (개포동)",2291-8885,127.0477824,37.4790306,20090615,서울,110001,강남구,개포동,06306
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,강남우태하피부과의원,의원,"서울특별시 강남구 강남대로 370, 5층 (역삼동, 강남클리닉빌딩)",02-567-1675,127.0292292,37.4958654,20020419,서울,110001,강남구,역삼동,06241
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjODEjJDEjJDIjJDgz,강남원의원,의원,"서울특별시 강남구 자곡로 180, 강남유탑유블레스 1층 109, 109-2호 (자곡동)",02-6927-1655,127.1033940,37.4736941,20211209,서울,110001,강남구,자곡동,06373
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,강남웰남성의원,의원,"서울특별시 강남구 테헤란로51길 10, 정다운빌딩 4층일부 (역삼동)",02-554-1203,127.0469996,37.5047812,20180607,서울,110001,강남구,역삼동,06150
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,강남위튼내과의원,의원,"서울특별시 금천구 시흥대로 291, 273,274,275호 (독산동, 금천롯데캐슬골드파크3차)",02-804-7575,126.8972935,37.4599811,20181219,서울,110025,금천구,독산동,08608
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,강남유앤아이의원,의원,"서울특별시 강남구 강남대로 470, 808타워 6층 (역삼동)",02-6927-6022,127.0250552,37.5043479,20180329,서울,110001,강남구,역삼동,06123
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,강남의원,의원,"서울특별시 종로구 자하문로 58, 4층 (창성동, 강락빌딩)",02-737-2880,126.9712471,37.5812485,20120619,서울,110016,종로구,창성동,03043
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,강남의원,의원,"서울특별시 강북구 오현로32길 4-8, (번동, 동보프라자빌딩)",02-987-1124,127.0395468,37.6282562,20050205,서울,110024,강북구,번동,01224
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,강남의원,의원,"서울특별시 송파구 마천로51길 2, 2층 (마천동, 수정빌딩)",02-408-7999,127.1505264,37.4955212,20110803,서울,110018,송파구,마천동,05758
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,강남조앤조내과소아과의원,의원,"서울특별시 강남구 강남대로 420, 3층 (역삼동, 역삼빌딩)",02-552-8275,127.0270812,37.5001472,20061016,서울,110001,강남구,역삼동,06129
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,강남조은눈안과의원,의원,"서울특별시 강남구 테헤란로 107, 비전타워 7층,9층 (역삼동)",02-535-8001,127.0287237,37.4986640,20091016,서울,110001,강남구,역삼동,06134
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjODEjJDEjJDIjJDgz,강남준성형외과의원,의원,"서울특별시 강서구 공항대로 261, 발산파크프라자 4층 402~3호 (마곡동)",533-0285,126.8365210,37.5591532,20021211,서울,110003,강서구,마곡동,07803
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,강남채원의원,의원,"서울특별시 서초구 서초대로78길 36, 강남지웰타워 7층 701호 (서초동)",02-598-4550,127.0281710,37.4947195,20260213,서울,110021,서초구,서초동,06621
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQyIyQ1IyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,강남코모키이비인후과의원,의원,"서울특별시 강남구 강남대로 378, (역삼동, 준빌딩 4층)",02-508-0075,127.0286835,37.4966716,20110603,서울,110001,강남구,역삼동,06232
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz,강남코아이비인후과의원,의원,"서울특별시 강남구 선릉로 301, 3층 (역삼동)",02-555-8575,127.0524695,37.4964822,20250414,서울,110001,강남구,역삼동,06218
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz,강남킴스의원,의원,"서울특별시 서초구 잠원로3길 40, 태남홀딩스 304, 305호 (잠원동)",02-532-5975,127.0036767,37.5082154,20100419,서울,110021,서초구,잠원동,06510
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,강남타임의원,의원,"서울특별시 강남구 강남대로 476, urbanhive 9층 (논현동)",02-6353-0572,127.0248029,37.5049158,20220712,서울,110001,강남구,논현동,06120
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,강남펜타힐의원,의원,"서울특별시 서초구 강남대로 349, 우남빌딩 4,10층 (서초동)",1899-2536,127.0291104,37.4938596,20170829,서울,110021,서초구,서초동,06626
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,강남푸른정형외과의원,의원,"서울특별시 강남구 도곡로 449, 1층 (대치동)",02-563-4450,127.0595805,37.4988443,19971010,서울,110001,강남구,대치동,06209
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,강남플랜에스의원,의원,"서울특별시 강남구 강남대로 408, YBM강남센터 B1,2층 (역삼동)",02-2135-6365,127.0275554,37.4992268,20230503,서울,110001,강남구,역삼동,06134
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,강남피어리의원,의원,"서울특별시 강남구 강남대로 590, 10층 (논현동, 미혜빌딩)",02-515-0202,127.0204374,37.5145482,20110830,서울,110001,강남구,논현동,06043
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNjEjJDEjJDgjJDgz,강남피어봄의원,의원,"서울특별시 서초구 강남대로 365, 대우도씨에빛 1차 3층 301, 302호 (서초동)",02-1644-8343,127.0283406,37.4953861,20121002,서울,110021,서초구,서초동,06621
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,강남하트스캔의원,의원,"서울특별시 강남구 테헤란로114길 38, 동일타워 지하1층 (대치동)",564-3070,127.0669929,37.5071243,19990909,서울,110001,강남구,대치동,06176
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,강남항외과의원,의원,"서울특별시 서초구 강남대로 423, 601호 (서초동, 한승빌딩)",02-595-5225,127.0258452,37.5002585,20040504,서울,110021,서초구,서초동,06614
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,강남헤라성형외과의원,의원,"서울특별시 서초구 서초대로73길 9, 타임빌딩 501호 (서초동)",,127.0252316,37.4983148,20240719,서울,110021,서초구,서초동,06616
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,강남현비뇨의학과의원,의원,"서울특별시 강남구 도곡로63길 16, 3층 (대치동)",02-555-3731,127.0543158,37.4980157,20240620,서울,110001,강남구,대치동,06207
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz,강남호랑이마취통증의학과의원,의원,"서울특별시 성동구 독서당로 300, 3,4층 (금호동4가)",02-2281-7588,127.0221197,37.5479653,20230724,서울,110011,성동구,금호동4가,04737
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,강남훈내과의원,의원,"서울특별시 광진구 뚝섬로56길 46, 2층 (자양동, 근정빌딩)",02-3437-7582,127.0826403,37.5292460,20090310,서울,110023,광진구,자양동,05101
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,강내과의원,의원,"서울특별시 성동구 용답중앙15길 2, 2층 (용답동)",02-2243-3373,127.0531153,37.5638109,19930119,서울,110011,성동구,용답동,04805
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,강동김내과의원,의원,"서울특별시 강동구 풍성로 178, (성내동)",02-479-0075,127.1314184,37.5300546,20090619,서울,110002,강동구,성내동,05395
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,강동김안과의원,의원,"서울특별시 강동구 고덕로 391, (고덕동)",02-427-6006,127.1689885,37.5572185,20090303,서울,110002,강동구,고덕동,05222
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,강동맑은내과의원,의원,"서울특별시 강동구 동남로73길 13, 4층 (명일동)",02-481-5007,127.1554486,37.5527561,20190320,서울,110002,강동구,명일동,05269
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,강동본터치정형외과의원,의원,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 304~310호,407~410호 (명일동)",02-442-0087,127.1546266,37.5546669,20210107,서울,110002,강동구,명일동,05269
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,강동성신의원,의원,"서울특별시 송파구 백제고분로 457, (방이동)",02-415-0446,127.1126512,37.5115228,19920509,서울,110018,송파구,방이동,05550
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,강동센트럴이비인후과의원,의원,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 3층 309-315호 (성내동)",02-474-1119,127.1256988,37.5372437,20250224,서울,110002,강동구,성내동,05378
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,강동신경외과의원,의원,"서울특별시 강동구 상암로 191, 명성빌딩 4층 (명일동)",02-481-1700,127.1438306,37.5465787,20030716,서울,110002,강동구,명일동,05295
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,강동아이비의원,의원,"서울특별시 강동구 천호대로 1131, 거산 유팰리스 3,4층 (길동)",02-484-7525,127.1372467,37.5347915,20220712,서울,110002,강동구,길동,05355
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,강동연세내과의원,의원,"서울특별시 강동구 올림픽로 782, 3층 (암사동, 501타워)",02-3426-7575,127.1281450,37.5508761,20070604,서울,110002,강동구,암사동,05264
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz,강동오아로피부과의원,의원,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 404~406호 (명일동)",02-427-6556,127.1546266,37.5546669,20201211,서울,110002,강동구,명일동,05269
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,강동우태하피부과의원,의원,"서울특별시 강동구 양재대로 1317, 경일빌딩 3층 301호 (성내동)",02-6228-1231,127.1343733,37.5239971,20260318,서울,110002,강동구,성내동,05408
JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,강동이엠365의원,의원,"서울특별시 강동구 아리수로93나길 76, 2,3,4,5층 (강일동)",02-428-9111,127.1759358,37.5724703,20230829,서울,110002,강동구,강일동,05415
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,강동중앙내과외과의원,의원,"서울특별시 강동구 양재대로 1458, 3층 (길동)",02-6953-0790,127.1396203,37.5359009,20190613,서울,110002,강동구,길동,05352
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQyIyQ3IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,강동한내과의원,의원,"서울특별시 강동구 성안로 156, 7층 (길동, 우주빌딩)",02-488-0878,127.1354283,37.5368812,20170517,서울,110002,강동구,길동,05354
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,강북보아스이비인후과의원,의원,"서울특별시 강북구 도봉로 242, 한국전력 강북성북지사 2층 1호 (미아동)",02-980-1530,127.0249115,37.6305902,20130801,서울,110024,강북구,미아동,01132
